City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,saryozek,44.3583,77.9753,21.0,39,89,3.25,KZ,1686093335
365,poshekhon'ye,58.4993,39.1353,7.22,64,58,1.03,RU,1686093335
366,borogontsy,62.6683,131.1683,15.76,59,93,3.04,RU,1686093335
367,dawei,14.0833,98.2,25.57,93,100,4.12,MM,1686093335
368,nishinoomote,30.7333,131.0,21.82,82,59,6.39,JP,1686093335
369,joshimath,30.5667,79.5667,13.13,65,12,2.93,IN,1686093335
370,solwezi,-12.1688,26.3894,14.33,58,0,1.33,ZM,1686093336
371,turpan,42.9333,89.1667,30.96,13,0,0.84,CN,1686093529
372,la maddalena,41.2142,9.4083,20.03,83,96,2.97,IT,1686093336
373,abengourou,6.7297,-3.4964,23.18,99,100,1.8,CI,1686093336
374,lorengau,-2.0226,147.2712,28.47,75,86,1.48,PG,1686093336
375,mynamaki,60.7446,22.0243,6.2,82,80,1.65,FI,1686093336
376,prince albert,53.2001,-105.7677,22.97,68,40,4.12,CA,1686093337
377,iquique,-20.2208,-70.1431,19.02,79,0,0.88,CL,1686093199
378,vila franca do campo,37.7167,-25.4333,18.23,87,100,8.75,PT,1686093530
379,kolobrzeg,54.1757,15.5834,15.08,52,13,2.23,PL,1686093039
380,claveria,18.6074,121.0832,27.58,82,35,1.5,PH,1686093337
381,smithers,54.7804,-127.1743,19.18,32,40,5.66,CA,1686093530
382,cherdyn',60.403,56.4787,9.29,80,85,1.19,RU,1686093337
383,walvis bay,-22.9575,14.5053,13.38,90,0,1.47,NA,1686093531
384,budva,42.2864,18.84,20.14,94,100,0.51,ME,1686093217
385,sardinata,8.0829,-72.8007,25.49,89,95,1.5,CO,1686093338
386,santanyi,39.3546,3.1291,20.9,76,73,2.89,ES,1686093338
387,aripuana,-9.1667,-60.6333,26.79,69,97,0.82,BR,1686093338
388,fortaleza,-3.7227,-38.5247,27.9,83,0,5.14,BR,1686092991
389,nieuw nickerie,5.95,-56.9833,26.31,85,12,3.99,SR,1686093338
390,hau-ri,41.2006,129.4703,23.62,38,11,1.65,KP,1686093338
391,plymstock,50.36,-4.0905,14.04,75,0,2.24,GB,1686093339
392,mizdah,31.4451,12.9801,19.91,55,85,4.88,LY,1686093339
393,codrington,-38.2667,141.9667,15.09,80,100,7.23,AU,1686093339
394,santa ana,33.7456,-117.8678,23.29,61,75,5.14,US,1686093532
395,berezovo,63.9381,65.0419,10.21,80,79,2.87,RU,1686093141
396,alofi,-19.0595,-169.9187,26.94,78,75,5.14,NU,1686093532
397,lepsy,46.235,78.9456,21.54,42,80,4.1,KZ,1686093340
398,minna,9.6139,6.5569,25.84,89,0,1.03,NG,1686093243
399,marathon,44.9,-89.7668,23.86,47,100,3.6,US,1686093340
400,holualoa,19.6228,-155.9522,25.91,74,75,4.12,US,1686093533
401,kingscliff,-28.2667,153.5667,18.76,77,100,3.09,AU,1686093340
402,ivdel',60.6911,60.4206,11.97,70,100,0.86,RU,1686093341
403,keelung,25.1283,121.7419,28.94,84,100,1.15,TW,1686093341
404,agde,43.3108,3.4758,20.92,92,0,3.09,FR,1686093341
405,brookings,44.3114,-96.7984,31.77,46,0,5.14,US,1686093341
406,turkmenbasy,40.0222,52.9552,20.43,83,100,6.17,TM,1686093341
407,pingdingshan,33.7385,113.3012,23.14,63,100,2.26,CN,1686093341
408,thunder bay,48.4001,-89.3168,17.95,32,100,2.57,CA,1686093341
409,maceio,-9.6658,-35.7353,23.69,100,75,2.06,BR,1686093093
410,sault ste. marie,46.5168,-84.3333,20.16,45,0,6.17,CA,1686093342
411,raduzhny,62.0961,77.475,14.68,54,4,3.39,RU,1686093342
412,malabar,-33.9667,151.25,17.1,84,20,2.57,AU,1686093342
413,cannonvale,-20.2833,148.7,22.66,74,49,7.73,AU,1686093342
414,carnarvon,-24.8667,113.6333,18.26,70,89,3.61,AU,1686093534
415,ad dilinjat,30.8279,30.5363,19.69,73,93,2.55,EG,1686093342
416,saipan,15.1355,145.701,30.39,100,20,8.75,MP,1686093535
417,taulaga,-11.0553,-171.0883,28.28,77,96,8.05,AS,1686093343
418,puerto armuelles,8.2833,-82.8667,28.94,68,99,1.34,PA,1686093343
419,rechka-vydrino,51.485,104.8461,11.03,68,4,1.26,RU,1686093343
420,ubinskoye,55.3068,79.6802,19.67,69,6,3.34,RU,1686093343
421,greenville,35.6127,-77.3663,28.09,49,0,2.06,US,1686093535
422,inari,68.906,27.0288,2.11,71,97,0.91,FI,1686093343
423,benjamin aceval,-24.9667,-57.5667,23.11,71,0,2.24,PY,1686093344
424,waingapu,-9.6567,120.2641,24.38,85,26,2.45,ID,1686093344
425,jayapura,-2.5333,140.7,28.66,81,99,2.33,ID,1686093344
426,beledweyne,4.7358,45.2036,25.32,72,60,8.14,SO,1686093344
427,tadine,-21.55,167.8833,21.94,61,97,6.15,NC,1686093536
428,pointe-noire,-4.7761,11.8635,22.8,92,51,2.31,CG,1686093344
429,hasaki,35.7333,140.8333,22.34,89,94,2.71,JP,1686093345
430,krylovskaya,46.3194,39.9711,12.18,82,3,3.08,RU,1686093345
431,bouar,5.934,15.596,18.66,93,67,1.29,CF,1686093345
432,torbat-e jam,35.244,60.6225,25.68,15,19,4.48,IR,1686093345
433,taco pozo,-25.6167,-63.2833,22.53,70,48,2.06,AR,1686093345
434,champerico,14.3,-91.9167,33.3,70,100,2.32,GT,1686093346
435,fort irwin,35.2627,-116.6848,27.9,12,0,4.12,US,1686093346
436,andergrove,-21.0833,149.1833,23.69,74,63,6.07,AU,1686093537
437,la passe,45.5549,-0.8967,19.99,77,16,3.32,FR,1686093537
438,watsa,3.0372,29.5355,18.79,82,75,1.18,CD,1686093346
439,pico truncado,-46.7949,-67.9573,6.88,42,18,9.29,AR,1686093346
440,masuguru,-11.3667,38.4167,19.66,72,2,0.95,TZ,1686093347
441,waterloo,43.4668,-80.5164,19.74,39,0,6.17,CA,1686093347
442,itapirapua,-15.8233,-50.6133,22.21,37,28,1.73,BR,1686093347
443,kapuskasing,49.4169,-82.4331,18.05,24,0,6.69,CA,1686093347
444,rupert,42.6191,-113.6772,28.43,26,0,2.57,US,1686093347
445,desaguadero,-16.5656,-69.0417,8.09,37,0,2.67,PE,1686093347
446,nsanje,-16.92,35.262,20.05,86,0,1.51,MW,1686093348
447,ponta delgada,37.7333,-25.6667,18.4,94,75,9.77,PT,1686093348
448,palikir - national government center,6.9248,158.1611,28.41,84,75,1.54,FM,1686093538
449,sitia,35.2,26.0986,22.21,86,34,3.17,GR,1686093213
450,amasra,41.7463,32.3863,16.82,90,54,4.68,TR,1686093348
451,zherdevka,51.8486,41.4606,12.52,77,93,2.65,RU,1686093348
452,bogoroditsk,53.7717,38.1241,12.06,66,63,2.91,RU,1686093249
453,wad medani,14.4012,33.5199,30.57,43,26,3.49,SD,1686093349
454,prince rupert,54.3161,-130.3201,15.05,69,0,6.69,CA,1686093349
455,charlottetown,46.2352,-63.1267,12.53,94,75,3.09,CA,1686093349
456,krasnovishersk,60.4078,57.082,8.28,89,100,0.62,RU,1686093349
457,sidi akkacha,36.4647,1.3026,24.16,73,100,2.7,DZ,1686093349
458,chernyshevsk,52.5243,117.0174,10.38,68,85,6.35,RU,1686093349
459,pariaman,-0.619,100.12,24.89,87,82,1.52,ID,1686093540
460,liaocheng,36.4439,115.9647,26.06,47,100,5.37,CN,1686093170
461,natal,-5.795,-35.2094,27.12,83,75,3.09,BR,1686093480
462,yazman,29.1212,71.7446,30.18,42,73,6.03,PK,1686093350
463,gizo,-8.103,156.8419,28.56,76,63,4.12,SB,1686093350
464,glace bay,46.1969,-59.957,8.94,95,100,7.72,CA,1686093540
465,lerwick,60.1545,-1.1494,10.0,81,100,2.61,GB,1686093350
466,imbituba,-28.24,-48.6703,17.84,91,3,3.89,BR,1686093125
467,okulovka,58.4008,33.2908,10.34,88,88,1.0,RU,1686093351
468,phuthaditjhaba,-28.5242,28.8158,8.88,26,0,2.52,ZA,1686093351
469,ta`u,-14.2336,-169.5144,27.38,77,98,9.41,AS,1686093351
470,charters towers,-20.1,146.2667,19.47,75,63,5.69,AU,1686093351
471,inhambane,-23.865,35.3833,21.87,88,0,2.49,MZ,1686093541
472,karymskoye,51.6167,114.35,10.92,51,62,3.78,RU,1686093351
473,griffith,41.5284,-87.4237,23.41,77,0,5.14,US,1686093352
474,chivhu,-19.0211,30.8922,10.6,78,0,2.98,ZW,1686093352
475,patterson,37.4716,-121.1297,25.99,47,28,2.02,US,1686093352
476,birao,10.2849,22.7882,24.08,76,100,0.67,CF,1686093352
477,lycksele,64.5954,18.6735,2.93,81,28,3.6,SE,1686093352
478,childress,34.4264,-100.204,29.14,37,75,0.0,US,1686093352
479,anna regina,7.2644,-58.5077,26.69,81,65,3.3,GY,1686093353
480,mccook,40.2019,-100.6257,28.25,42,0,2.06,US,1686093353
481,jwaneng,-24.6004,24.7303,13.89,57,0,5.1,BW,1686093353
482,necochea,-38.5473,-58.7368,13.57,82,100,5.29,AR,1686093353
483,savalou,7.9281,1.9756,24.4,92,100,3.27,BJ,1686093353
484,karwar,14.8,74.1333,27.55,83,38,3.17,IN,1686093353
485,dalnerechensk,45.9339,133.7225,16.96,83,57,2.85,RU,1686093353
486,newman,37.3138,-121.0208,27.25,47,21,2.68,US,1686093354
487,labrador city,52.9463,-66.9114,4.95,87,100,6.17,CA,1686093354
488,kanel,15.4916,-13.1763,34.72,17,7,5.14,SN,1686093354
489,nyurba,63.2842,118.3319,9.6,54,42,2.08,RU,1686093354
490,ko pha ngan,9.7578,100.0291,26.38,77,100,8.21,TH,1686093354
491,eirunepe,-6.6603,-69.8736,23.89,95,92,1.17,BR,1686093148
492,al jawf,29.5,38.75,27.36,18,5,5.04,SA,1686093355
493,batangafo,7.3008,18.2833,22.68,92,99,0.45,CF,1686093355
494,khanty-mansiysk,61.0042,69.0019,13.06,71,0,0.0,RU,1686093355
495,chui,-33.6971,-53.4616,15.1,76,38,3.49,UY,1686093355
496,zolochiv,49.806,24.8944,13.52,95,100,3.01,UA,1686093355
497,ixmiquilpan,20.4833,-99.2333,26.86,40,41,7.21,MX,1686093355
498,mount isa,-20.7333,139.5,22.87,56,75,3.6,AU,1686093323
499,kassala,15.451,36.4,31.06,43,91,1.03,SD,1686093356
500,chonchi,-42.6128,-73.8092,6.18,91,51,1.29,CL,1686093356
501,pong nam ron,12.9058,102.2623,22.8,98,100,1.76,TH,1686093356
502,schaffhausen,47.6973,8.6349,16.22,87,3,2.01,CH,1686093094
503,linhares,-19.3911,-40.0722,18.29,94,47,1.28,BR,1686093356
504,fort mcmurray,56.7268,-111.381,22.77,33,0,6.17,CA,1686093356
505,ulsteinvik,62.3432,5.8487,10.5,85,1,0.45,NO,1686093545
506,nicoya,10.1483,-85.452,28.93,74,93,2.14,CR,1686093357
507,uchaly,54.2996,59.4521,13.9,97,66,3.1,RU,1686093357
508,swakopmund,-22.6833,14.5333,13.32,84,0,0.45,NA,1686093357
509,kalachinsk,55.0529,74.5751,19.42,71,88,1.72,RU,1686093357
510,cova figueira,14.8905,-24.2934,21.97,80,37,1.53,CV,1686093357
511,novodvinsk,64.4165,40.8122,2.11,90,100,1.81,RU,1686093546
512,tindouf,27.6711,-8.1474,28.06,21,1,6.55,DZ,1686093071
513,hirara,24.8,125.2833,27.15,89,75,4.12,JP,1686093358
514,ondjiva,-17.0667,15.7333,16.88,24,0,2.46,AO,1686093358
515,jinghong,21.991,100.7341,22.66,100,100,0.15,CN,1686093090
516,sajir,25.1825,44.5996,30.79,22,92,3.48,SA,1686093358
517,scarborough,54.2797,-0.4044,10.51,83,99,1.34,GB,1686093358
518,kingaroy,-26.5333,151.8333,15.32,72,82,3.89,AU,1686093359
519,kayangel,8.0823,134.7173,28.43,80,100,8.06,PW,1686093359
520,rumonge,-3.9736,29.4386,22.13,69,85,2.08,BI,1686093359
521,hami,42.8,93.45,25.34,18,0,2.26,CN,1686093547
522,belaya glina,46.07,40.86,14.1,68,34,2.87,RU,1686093359
523,cestos city,5.46,-9.5828,25.35,89,100,6.5,LR,1686093360
524,newnham,-41.3833,147.1333,12.95,96,75,2.06,AU,1686093360
525,nosy varika,-20.5833,48.5333,20.18,92,31,2.85,MG,1686093360
526,tura,25.5198,90.2201,25.83,62,1,2.3,IN,1686093360
527,taksimo,56.3444,114.8794,8.04,67,98,2.33,RU,1686093146
528,njombe,-9.3333,34.7667,10.63,97,13,2.54,TZ,1686093360
529,puerto baquerizo moreno,-0.9,-89.6,24.55,94,100,3.09,EC,1686093548
530,vavuniya,8.7514,80.4971,27.0,82,97,3.83,LK,1686093361
531,san antonio oeste,-40.7319,-64.9477,12.65,47,49,2.1,AR,1686093361
532,belyy yar,53.6039,91.3903,15.94,77,0,0.0,RU,1686093548
533,dryden,49.7833,-92.7503,19.16,77,100,4.12,CA,1686093361
534,karratha,-20.7377,116.8463,16.55,54,29,4.63,AU,1686093549
535,jand,33.4299,72.0193,28.06,43,0,1.43,PK,1686093361
536,dalandzadgad,43.5708,104.425,15.56,54,60,3.35,MN,1686093361
537,chita,52.0333,113.55,7.94,49,20,2.0,RU,1686093362
538,santa maria da vitoria,-13.3947,-44.1886,23.31,45,15,1.24,BR,1686093362
539,vanimo,-2.6741,141.3028,27.74,78,74,2.72,PG,1686093362
540,chibuto,-24.6867,33.5306,18.96,97,5,0.28,MZ,1686093362
541,labytnangi,66.6572,66.4183,9.36,72,44,3.97,RU,1686093549
542,pacific grove,36.6177,-121.9166,18.57,82,100,4.92,US,1686093362
543,n'zeto,-7.2312,12.8666,21.49,92,34,2.82,AO,1686093363
544,santa terezinha,-29.9002,-50.0904,17.82,87,1,5.36,BR,1686093363
545,beloyarskiy,63.7119,66.6722,11.37,74,97,2.09,RU,1686093363
546,kargil,34.5667,76.1,6.21,51,75,1.6,IN,1686093363
547,egilsstadir,65.2653,-14.3948,5.95,87,75,3.6,IS,1686093363
548,tabarka,36.9544,8.758,17.36,88,40,2.57,TN,1686093363
549,mohr,54.3528,9.7167,11.19,92,0,2.06,DE,1686093364
550,cabo san lucas,22.8909,-109.9124,31.45,41,0,6.17,MX,1686093364
551,malaya vishera,58.8454,32.2222,9.6,84,100,1.65,RU,1686093364
552,pandan,14.0453,124.1694,27.89,80,67,2.21,PH,1686093364
553,moranbah,-22.0016,148.0466,18.67,71,4,7.56,AU,1686093364
554,malampaka,-3.1333,33.5333,19.27,59,43,4.03,TZ,1686093364
555,lagunillas,10.1301,-71.2595,28.6,76,74,1.15,VE,1686093365
556,ma'rib,15.4591,45.3253,28.65,15,21,1.86,YE,1686093365
557,jiuquan,39.7432,98.5174,19.18,25,4,1.56,CN,1686093365
558,tongren,27.7172,109.1853,20.91,93,2,0.35,CN,1686093365
559,surovikino,48.6078,42.8486,14.46,64,46,3.13,RU,1686093239
560,shalkar,47.8288,59.6258,24.37,49,12,5.67,KZ,1686093365
561,cox's bazar,21.4532,91.9798,27.98,84,100,1.57,BD,1686093366
562,tawau,4.2498,117.8871,26.07,83,97,1.21,MY,1686093366
563,al bayda',32.7627,21.7551,18.58,48,3,5.93,LY,1686093366
564,nogliki,51.8333,143.1667,8.97,72,92,2.66,RU,1686093366
565,nokha,27.6,73.4167,29.65,40,85,3.76,IN,1686093366
566,santiago de cao,-7.9589,-79.2392,24.07,78,59,4.63,PE,1686093366
567,vuktyl,63.8567,57.3094,6.31,81,28,1.75,RU,1686093367
568,ciudad melchor muzquiz,27.8833,-101.5167,31.52,38,7,3.96,MX,1686093367
569,san andres,12.5847,-81.7006,28.94,73,78,1.8,CO,1686093367
570,mahina,-17.5065,-149.489,29.87,54,20,3.09,PF,1686093367
571,bac lieu,9.285,105.7244,26.55,84,100,4.51,VN,1686093367
